tsudayan	つだやん
gyogyogyo	ギョギョギョ
samore	さもれ
watarininja	ワタリニンジャ
uten	うてん
kanawo	カナヲ
hachimaru	はちまる
goniataito	ゴニアタイト
meka	めか
nekotamasudare	猫玉スダレ
rei	伶
aoi	アオイ
iwatobichan	いわとびちゃん
haru	ハル
nike	にけ
nezumi	ねずみ
pikatarou	ピカ太郎
ibajiji	イバジジ
nakamu	なかむ
ishiaki	石アキ
seikaitan	政界たん
uyutaso	うゆたそ
kurekotoba	くれことば
taue	田植え
ichigo	いちご
momomiya	ももみや
kyon	きょん
yussan	ゆっさん
kamyu	かみゅ
yamaniku	やまにく
hatsuga	はつが
kirikawa	霧川
maki	まき
totoro	ﾄﾄﾛ
minchu	みんちゅ
massu	まっす
dai	だい
matsu	まつ
kon	琿
aira	あいら
okitsunesama	おきつねさま
hajiko	はじこ
maicho	まいちょ
poyoyonmaru	ぽよよんまる
mame	まめ
perorun	ぺろるん
neko	ねこ
esoto	えそと
takara	たから
kazu	かず
ino	ヰノ
suzuki	すずき
botamochi	ボタモチ
rion	リオン
yukiho	ゆきほ
nijiirohotaru	虹色ほたる
kopene	こぺね
donguri	どんぐり
aruhime	アル姫
npa	ンパ
asutoro	アストロ
zaku	ざく
sakamoto	坂本
kameji	かめじ
zerosuke	ゼロすけ
kisasan	きささん
zono	ぞの
pisuke	ぴすけ
hayato	隼人
teranokane	寺の鐘
watabou	わたぼぅ
kuroshio	くろしお
totoro	ﾄﾄﾛ
oyoyo	オヨヨ
minato	みなと
kain	かいん
pokosuke	ぽこすけ
suzu	すず
hamayoko	はまよこ
hotaruika	ホタルイカ
hizashi	ヒザシ
bakyura	ばきゅら
mikiyona	みキよナ
bote	ぼて
maetoo	まえとー
sumire	すみれ
marota	まろた
kanpuu	かんぷー
shiso	しそ
yasapen	やさぺん
hikaru	ひかる
sakura	さくら
waizu	ワイズ
megitarou	めぎ太郎
aroa	アロア
keibadegenkin	競馬で現金
enhi	えんひ
agario	アガリオ
marumaru	まるまる
koropokkuru	コロポックル
nana	なな
nyanta	にゃんた
ria	りあ
fujimotosetsuna	藤本セツナ
chisaki	ちさき
oshamanbe	長万部
kei	けい
ievan	イエヴァン
nisoku	にそく
nitamago	煮玉子
ejirin	えじりん
ema	えま
happa	はっぱ
yukke	ゆっけ
tayu	たゆ
rimo	リモ
shikison	しきそん
panakesuta	パナケスタ
hokusetsu	ほくせつ
dano	ダノ
sakuraba	さくらば
mori	森
reorivaru	レオリヴァル
matsunoki	まつのき
noka	のか
rabirabi	らびらび
wakya	わきゃ
ayaka	あやか
maya	まや
kaninin	かににん
konami	こなみ
fussan	ふっさん
zukimi	ずきみ
kiku	菊
miyaran	みやらん
shinja	信者
ririkku	りりっく
umekotoboku	梅子と僕
muta	ムタ
tsuan	つぁん
yuuna	ユーナ
rara	らら
kiria	キリア
kokkaichan	国会ちゃん
akiko	明子
raimi	らいみ
kouseki	功績
imo	いも
ichiko	いちこ
kemokoma	けもこま
taka	たか
jintarou	じんたろう
yuki	ユキ
yui	ゆい
yoyo	よよ
miyuki	美雪
yakan	矢間
penpen	ぺんぺん
hotamin	ホタみん
shiroko	しろこ
sekainotakenoko	世界のたけのこ
ame	あめ
imo	いも
daijin	大臣
boruwo	ボルヲ
kiyo	きよ
mamamametarou	まままめたろう
kingyoneko	金魚猫
yukiru	ゆきる
manitto	まにっと
wakaba	ワカバ
hidarippana	ひだりっぱな
keron	けろん
aoba	あおば
yabime	やびめ
budou	ぶどう
mamamametarou	まままめたろう
yoichomaru	よいちょ丸
shizuku	シズク
maya	まや
hirosura	ひろスラ
tenshi	てんし
munouyarou	無能野郎
kabosu	かぼす
puimuutan	ぷいむーたん
hayabusa	はやぶさ
uru	うる
ameame	雨飴
hiyorin	ひよりん
nekopan	ねこパン
hiroshi	ヒロシ
togemori	とげもり
yossan	よっさん
kamukamu	カムカム
kei	けい
asako	麻子
yukichi	ゆ吉
miari	みあり
riputon	りぷとん
eda	えだ
tetsugaku	哲学
ankake	あんかけ
myuu	みゅう
hirata	平田
gorori	ゴロリ
kazamaraita	風間雷太
masu	ます
koorihikari	氷光
hakumaru	箔丸
rei	れい
momoyuu	ももゆう
hirata	平田
neochi	寝落ち
shino	しの
fumino	ふみの
naenaee	なえなええ
dokusen	独占
mu	む
ion	イオン
soa	そあ
sakuratouri	桜とうり
miyazakion	宮崎温
kumatta	くまった
takaya	たかや
zakosakura	ざこさくら
higubeni	ひぐべに
natsunoko	なつのこ
moe	もえ
fujimanta	ふじまんた
sunsuke	すんすけ
miyaran	みやらん
watari	わたり
norakuro	のらくろ
gurida	ぐりだ
kinta	きんた
asayu	あさゆ
toumei	とうめい
kurona	クロナ
agedori	あげどり
nagome	なごめ
momonga	ももんが
joutouhei	上等兵
araneko	あらねこ
bangou	番号
yurikoanone	ユリコあのね
takenama	たけなま
uga	うが
bako	バコ
akanashi	あかなし
dokuonigiri	どくおにぎり
inomari	いのまり
tsuna	つな
azuki	あずき
takimaru	瀧丸
uga	うが
shiina	椎名
nabemichi	なべみち
yukkin	ゆっきん
aburimura	あぶりむら
hanamaru	はなまる
kuroneko	黒猫
kametomo	かめとも
kurage	くらげ
shiguto	しぐと
shia	しあ
reito	れいと
yama	やま
nemu	ねむ
tomoe	ともゑ
yamiyohaakaku	闇夜は赤く
karakurisan	からくりさん
chiha	ちは
mezaki	メザキ
moririndaimaou	モリリン大魔王
kokusuibaka	国粋馬鹿
kamenoko	かめのこ
kintani	キンタニ
masa	まさ
yaken	やけん
arasuru	アラスル
mizuno	水の
pakeura	パケ裏
esse	エッセ
netarou	ねたろう
tsukiyomizuku	ツキヨミズク
peru	ぺる
mitsuto	みつと
ukana	うかな
jaimaru	ジャイ丸
akaisuisei	赤い彗星
feiren	ふぇいれん
koperu	こぺる
daifukumaru	大福丸
sumikan	すみかん
ruripon	るりぽん
nisa	ニサ
ruri	瑠璃
mariomonogatari	マリオ物語
gumyu	ぐみゅ
chiro	ちろ
itachi	イタチ
maru	まる
nikumamushi	肉蝮
merimeri	めりめり
udon	うどん
nikaji	にかじ
byakuya	白夜
tomatoman	とまとまん
yuu	侑
mumei	ムメイ
shinkainoawa	深海の泡
ranmaru	蘭丸
touya	トウヤ
essa	えっさ
surume	鯣
katsudon	かつどん
shiomiya	潮宮
isobe	いそべ
maimi	まいみ
kerako	けらこ
santaka	サンタカ
pamyu	ぱみゅ
ruse	ルセ
suruga	するが
kuyumushi	くゆむし
shu	しゅ
pinu	ぴぬ
yuyuyu	ゆゆゆ
bunakanoki	ブナ科の木
hinami	飛波
ucha	うちゃ
ginchan	銀ちゃん
suguri	すぐり
zaki	ザキ
nikumamushi	肉蝮
souta	ソウタ
kaede	かえで
epo	えぽ
megane	めがね
yamiyohaakaku	闇夜は赤く
ookami	オオカミ
chiyo	ちよ
fuchi	ふち
koshinuni	こしぬに
ruru	るる
amagin	アマギン
shirabe	しらべ
ka	蚊
nze	んぜ
yurayuri	ゆらゆり
yayuyokun	やゆよくん
namaharumaki	生はるまき
ragi	ラギ
hama	はま
takasan	たかさん
kinugoshi	絹ごし
appou	あっぽう
inoharu	イノハル
keyaki	欅
purupuru	ぷるぷる
maruipan	まるいパン
yoko	よこ
mokuzu	もくず
momousa	ももうさ
yukiyanagi	雪柳
ironnagaa	いろんながー
chiyo	ちよ
irohasu	いろはす
hiyoriaika	日和藍茄
namitoibu	なみといぶ
hotsuo	ほつお
bashi	バシ
kenji	ケンヂ
jungaga	じゅんがが
oonabe	大鍋
yuna	ゆな
kinamitsu	キナミツ
nodoka	長閑
yukiya	ゆきや
kenji	ケンヂ
arakidonsan	あらきどんさん
yametekudasai	やめてください
nyanta	にゃんた
musao	むさお
borurin	ぼるりん
noaka	ノアカ
yuttan	ゆったん
atsumu	あつむ
kuroma	くろま
kento	ケント
harutoma	ハルトマ
maguo	まぐお
tanpo	たんぽ
himechan	ひめちゃん
suisen	スイセン
hirappi	ひらっぴ
kuu	くう
kanata	彼方
namaneko	なまねこ
osakana	おさかな
ree	れー
ichijiku	いちじく
kurono	くろの
muutan	むーたん
ike	イケ
rokuha	ロクハ
kisaragirei	如月零
bou	坊
kasasagi	かささぎ
hakaishin	破壊神
karen	かれん
mozaikun	モザイ君
sendai	せんだい
owanchan	おわんちゃん
monmon	もんもん
oohagari	おおはがり
bou	坊
tapikaro	タピカロ
monu	もぬ
meranipo	めらにぽ
ashura	アシュラ
hiro	ひろ
chikokuma	ちこくま
nanochan	なのちゃん
rumu	ルム
mottsuan	もっつぁん
kanamiya	かなみや
fuminari	ふみなり
suzuki	すずき
mikehitsuji	みけひつじ
sunsuke	すんすけ
yozakura	よざくら
harusame	はるさめ
sakaagari	さかあがり
seiran	晴嵐
borurin	ぼるりん
charadion	チャラディオン
ohagi	御萩
fuminari	ふみなり
tanaka	たなか
ooga	オーガ
fugugu	ふぐぐ
anchandamono	あんちゃんだもの
ooji	大路
uchida	内田
hiko	ひこ
kenpi	けんぴ
atsumaru	あつまる
sasomin	さそみん
pandazuki	ぱんだずき
kurubushinenza	くるぶし捻挫
mie	ミエ
yuu	悠
mokuzu	もくず
aochin	あおちん
aochin	あおちん
sonodarisa	そのだりさ
mame	まめ
oohirume	おおひるめ
hiro	比呂
taki	たき
ayumu	あゆむ
oyatsuhime	おやつ姫
yaegan	やえがん
takumi	タクミ
poppo	ぽっぽ
yagiyasuo	ヤギヤスオ
amayukiesuka	あまゆきえすか
amayukiesuka	あまゆきえすか
tsuromuyoshi	ツロムヨシ
mireisasara	みれいささら
yomisen	読み専
sotan	そたん
howako	ほわこ
sasanyan	ささにゃん
kihara	气原
amaiankonomama	あまいあんこのママ
niwoku	にをく
tomo	トモ
hogepiyo	ほげぴよ
mouken	もうけん
yotsubarai	四葉来
nao	ナオ
raimugi	らいむぎ
rikomaru	りこまる
nou	のう
mikoshiba	みこしば
konsuke	こんすけ
nandeyanen	なんでやねん
kamanemata	かまねまた
taki	た木
samidare	さみだれ
rikuya	陸矢
modo	もど
kanchobi	かんちょび
erumisu	エルミス
rui	類
sabo	さぼ
rion	リオン
torikura	とりくら
mosuke	もすけ
houkifuji	伯耆富士
aoshirobo	あおしロボ
noa	ノア
dadapunte	だだぷんて
kon	紺
koishi	こいし
morisato	もりさと
modo	もど
rein	れいん
atsupiyo	あつぴよ
pirohiro	ぴろひろ
keito	けいと
tobari	鳥羽莉
houkifuji	伯耆富士
mika	みか
atsupiyo	あつぴよ
nen	ねん
indojin	いんどじん
tottsuan	とっつぁん
a	ｱ
edenchan	えでんちゃん
raimu	ライム
pipi	ピピ
rikuru	りくる
mochiya	餅屋
puttsun	ぷっつん
manjuu	まんじゅう
ragi	ラギ
kagemaru	影丸
mirea	みれあ
tachi	たち
okamo	おかも
kiiroiyane	黄色い屋根
kuu	クウ
noraneko	野良猫
misaki	みさき
yui	ゆい
tokuchan	とくちゃん
amiri	あみり
zerokasu	ゼロカス
paisen	ぱいせん
yuurin	ゆうりん
keiji	ケイジ
umeo	うめお
hatto	はっと
papiko	パピコ
kotora	ことら
akimiko	あきみこ
meta	メタ
umatan	うまたん
yoasobi	よあそび
pantohachi	パンとはち
ayano	あやの
hiyoshiterari	ひよしてらり
misaki	みさき
aisa	あいさ
toeshin	トエシン
ginnosuke	ぎんのすけ
mitsuka	みつか
parumu	ぱるむ
urahanabi	裏花火
monchi	もんち
chiiharu	ちいはる
mezoforute	メゾフォルテ
yatara	やたら
habaneruna	はばねるな
youkaiondo	ようかいおんど
popoa	ぽぽあ
baru	ばる
akkarin	あっかりん
haraki	はらき
sakoto	さこと
yonabari	ヨナバリ
amiigo	あみぃゴ
jaian	ジャイアン
rabyu	らびゅ
aoto	蒼斗
kuina	くいな
ikutayoshikatsu	生田よしかつ
fuyu	ふゆ
anko	あんこ
hiro	ひろ
yakoko	ヤココ
pino	ピノ
shangurira	しゃんぐりら
aoi	あおい
gon	ごん
nanna	なんな
umika	うみか
chia	ちあ
aeka	あえか
matsukichi	まつきち
take	たけ
koha	こは
egahetako	エガヘタコ
matsuko	まつこ
sasashi	笹史
yuru	ゆる
zatsuko	ざつこ
karen	かれん
dona	ドナ
makkachan	まっかちゃん
kai	かい
moka	モカ
chiaki	ちあき
yomogi	よもぎ
myaako	みゃあこ
watabee	わたべぇ
makicha	まき茶
hitsujisada	ひつじさだ
noaka	ノアカ
chino	ちの
soba	そば
takuan	たくあん
hanna	ハンナ
hirokamu	ひろかむ
toarukun	とあるくん
mao	まお
azun	あずん
yaya	ヤヤ
rerameido	レラメイド
i	伊
nosuriko	のすりこ
toramike	とらみけ
kabeko	壁子
rei	零
sora	そら
ponkichi	ぽんきち
natsumikan	なつみかん
yumeru	夢瑠
hosono	ホソノ
tamagoyaki	卵焼き
souta	創太
taka	タカ
mon	もん
konohana	このはな
hanna	ハンナ
eromanga	えろまんが
ruka	るか
oyun	おゆん
manekichi	マネキチ
atsuki	あつき
saki	さき
tamama	たまま
yoshinyan	よしにゃん
tachibana	たちばな
gaya	がや
hanna	ハンナ
aiko	愛子
akiakane	秋茜
imokenpii	芋けんぴぃ
nakatomiasuka	中富あすか
okki	おっき
guraburuyou	グラブル用
ojiro	おじろ
iori	いおり
hashitto	はしっと
izumi	いずみ
mako	マコ
nebukuro	ネブクロ
meipuru	めいぷる
kuroro	くろろ
mezoforute	メゾフォルテ
kana	かな
rario	らりお
shigesan	しげさん
ta	た
toi	とい
kira	きら
moyashi	もやし
tomomi	ともみ
takapashi	たかぱし
reiko	麗子
kotorinosei	ことりのせい
mezoforute	メゾフォルテ
ikama	いかま
sakutomo	さくとも
ahiruchan	あひるちゃん
haruhito	はるひと
aju	あじゅ
kishiri	キシリ
kanototori	辛酉
mono	もの
hikaru	ひかる
kotobuki	ことぶき
hiroimu	ヒロイム
chiyarin	ちやりん
manekichi	マネキチ
tekuteku	てくてく
mochu	もちゅ
ame	あめ
rasuyan	ラスやん
tajirin	たじりん
tsuruchan	つるちゃん
eiyafiyatora	エイヤフィヤトラ
vorira	ゔぉりら
nodame	のだめ
mizuno	水野
kazumi	かずみ
enrikun	えんりくん
okino	沖野
nanako	ななこ
yumemako	ゆめまこ
atsumin	あつみん
takayuki	たかゆき
hime	ひめ
yukko	ゆっこ
hinomoto	火ノ元
nonchi	のんち
shirakawa	白川
shizuku	しずく
tsuki	つき
pannakotteri	ぱんなこってり
hokusetsu	ほくせつ
danu	だぬ
neotsuchi	ねおつち
koshiryuka	こしりゅか
sakura	桜
zan	ざん
monakasenpai	モナカ先輩
hinako	ひなこ
chokora	ちょこら
pipitori	ぴぴとり
nanna	なんな
kazu	カズ
yukiusagi	雪うさぎ
sawayakamikan	さわやかみかん
pochasen	ぽちゃ専
namahamu	なまはむ
takuya	たくや
kuresuko	くれすこ
makaron	まかろん
oyaben	おやべん
ginro	ぎんろ
yuka	ゆか
pii	ぴぃ
oriiyaki	オリー焼き
manchin	まんちん
towori	とをり
miaki	みあき
chiisanpokopon	ちいさんぽこぽん
shiihenakiru	しいへなきる
razu	らず
umi	海
marumori	まるもり
yakuruto	やくると
kazuchan	かずちゃん
anzu	あんず
myomyo	みょみょ
kaimu	カイム
hayate	疾風
mumei	無名
kinkan	きんかん
torihiko	鳥彦
seika	せいか
doraneko	ドラねこ
inagakiyasuto	イナガキヤスト
hikari	ひかり
ishikoro	石ころ
masahiro	まさひろ
poipoi	ぽいぽい
hikomaru	ひこまる
rakka	ラッカ
pachiko	ぱちこ
amin	あみん
moppan	もっぱん
rikopin	りこぴん
yotsubakun	よつばくん
kazuchan	かずちゃん
kiri	桐
oshiruko	おしるこ
miyaji	みやじ
aoto	あおと
tsuwamonousagi	つわものうさぎ
gasuya	ガス屋
hayabusa	はやぶさ
riato	リアト
yupe	ゆぺ
hetarehomurasan	へたれほむらさん
kurosana	クロサナ
ezo	えぞ
pipi	ピピ
nekojita	ねこじた
revu	レヴ
hauto	はうと
hiyo	ひよ
rariporari	らりぽらり
nobuhiro	信宏
maruhage	まるはげ
kozueko	梢子
yukki	ゆっき
gomashoku	ごま食
mizuki	みずき
yumemi	ユメミ
chia	ちあ
naoko	なおこ
maboroshinotomo	まぼろしのとも
shia	しあ
satoru	さとる
ebi	えび
akkun	あっくん
moriinaba	もりいなば
reo	れお
yamamoyashi	やまもやし
kurouri	くろうり
rui	ルイ
ochan	おちゃん
arima	ありま
norikaku	のりかく
usapi	うさぴ
mesuton	めすとん
hakohama	函浜
rubedo	ルベド
botan	ぼたん
runba	ルンバ
tsugumi	ツグミ
bunorin	ぶのりん
usamemasanobu	卯鮫正信
yurika	ゆりか
ichigochoko	苺ちょこ
miyu	みゆ
pyon	ぴょん
saka	さか
himi	ひみ
naa	なあ
nemuchi	ねむち
chaso	ちゃそ
ginnosuke	ぎんのすけ
mugi	麦
anemo	あねも
chiibuu	ちいぶー
hinase	ヒナセ
raki	らき
mugicha	麦茶
numa	ぬま
maru	まる
temuyu	てむゆ
ohanachan	おはなちゃん
nippori	日暮里
omeme	おめめ
shimatofu	シマトフ
taison	タイソン
kawarashima	河原嶋
rokuyongo	ロクヨンゴ
mori	もり
otoha	オトハ
maromaro	まろまろ
rinka	りんか
goetaro	ごえたろ
noraosamu	野良修
okuchan	おくちゃん
bobinzuru	ぼびんずる
tamurasaketen	田村酒店
miiko	みーこ
tokizami	ときざみ
maman	ママン
osatsu	おさつ
iku	郁
seina	せいな
amatsuhitsuki	あまつひつき
shiroju	しろじゅ
miuka	みうか
marukamato	まるかまと
subaru	昴
kazupon	かずぽん
otosuke	オトスケ
saku	炸
matako	またこ
so	そ
youkouro	溶鉱炉
kaname	ｶﾅﾒ
penta	ぺんた
tarou	太郎
kaitoma	かいとま
riruna	りるな
yuyumeme	ゆゆめめ
hitotose	ひととせ
yurion	ユリオン
gantetsu	がんてつ
yodomori	よどもり
ouji	王子
satoteshisuto	ｻﾄﾃｼｽﾄ
tomosan	ともさん
takuo	たくお
vaara	ヴァーラ
kaitoma	かいとま
haikaraichiban	ハイカラ一番
uryaa	うりゃあ
tomosan	ともさん
kazemakase	風まかせ
yukke	ユッケ
higasa	ひがさ
hina	ひな
nattougopan	納豆ごぱん
donkachi	ドンカチ
yawaragi	やわらぎ
rin	りん
moguninnin	もぐにんにん
aowain	青ワイン
nano	なの
mimitan	みみたん
yukitai	ゆきたい
pako	パコ
okunawa	おくなわ
omaruchan	おまるちゃん
rei	れい
suraa	スラア
ogawan	おがわん
nomikke	のみっけ
riko	りこ
torisuki	鳥好き
michi	みち
azuazuki	あずあずき
touyama	とうやま
woruma	をるま
renya	れにゃ
kana	かな
kokui	こくい
mikarinoshi	みかりノシ
chiyu	ちゆ
dego	デゴ
mon	もん
neruru	ねるる
ginko	ギンコ
akoratta	アコラッタ
mirai	みらい
nagoyori	なごより
ahiruchan	あひるちゃん
watabou	わたぼう
kudopero	くどぺろ
niseojiro	ニセオジロ
sumi	すみ
gorugo	ゴルゴ
maikun	マイ君
hinoki	ひのき
semi	せみ
garesu	ガレス
mikku	みっく
sawatei	さわてぃ
onose	おのせ
yumemikyabetsu	夢見キャベツ
pankirin	パンキリン
kuu	くぅ
sayuki	紗雪
asunaro	アスナロ
yasushi	やすし
masayan	まさやん
yamiri	やみり
yujimiya	ユジミヤ
kozue	こずえ
arisa	ありさ
yotto	よっと
toshiaki	としぁき
asagiri	朝霧
potapenko	ぽたぺんこ
dora	どら
kisoriron	基礎理論
watarininja	ワタリニンジャ
zunmochikoa	ずんもちこあ
buchi	ブチ
suika	すいか
tomozu	ともず
hare	はれ
sakuragi	桜木
fumipon	ふみぽん
shirasu	しらす
zukapota	ヅカポタ
ramuchan	ラムちゃん
soara	そあら
asajiri	アサジリ
marumiyakun	まるみやくん
haruse	春瀬
riona	りおな
sangon	さんごん
kisaragirin	如月凛
kusugaya	くすがや
kuu	クウ
yuu	ゆう
nonsoyo	のんそよ
harami	ハラミ
yunyu	ゆんゆ
chinatsu	ちなつ
yazora	やぞら
yatara	やたら
haroharo	はろはろ
tsukika	つきか
roka	ろか
misaki	みさき
umeko	梅子
suzunariya	鈴鳴り屋
shinorua	しのるあ
sumikawa	墨川
edasasami	えだささみ
ekotora	エコトラ
bansai	バンサイ
utame	うため
roni	ロニ
hashiguchi	橋口
rarikkusu	ラリックス
aochin	あおちん
gon	ごん
kameokago	亀岡語
aisu	アイス
yumiko	ゆみこ
marikichi	まりきち
nobou	のぼう
hirotaka	ひろたか
rozurozu	ろずろず
yamadaya	山田屋
takamura	たかむら
katsuragi	桂木
miarekaina	ミアレカイナ
arimakinen	有馬記念
ibuki	伊吹
haka	はか
zean	ゼアン
yamadaya	山田屋
tsuba	つば
